bookID,title,authors,average_rating,numpages,isbn13,language_code,isbn,ratings_count,text_reviews_count,publication_date,publisher
426,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion/John Leonard,4.5,1122,9.78E+12,eng,307264874,1564,108,10/17/2006,Everyman's Library
428,Play It As It Lays,Joan Didion/David Thomson,3.87,231,9.78E+12,eng,374529949,23656,1706,11/15/2005,Farrar  Straus and Giroux
431,The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,3.89,308,9.78E+12,eng,143039830,43200,1873,3/28/2006,Penguin Classics
432,City of Glass (The New York Trilogy  #1),Paul Auster,3.79,203,9.78E+12,eng,140097317,12410,734,04-07-1987,Penguin Books
434,Ghosts (The New York Trilogy  #2),Paul Auster,3.64,96,9.78E+12,eng,014009735X,3672,195,07-07-1987,Penguin Books
435,The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,179,9.78E+12,eng,940650762,2998,164,11-01-1986,Sun and Moon Press
444,Pyramids of Montauk: Explorations in Consciousness,Peter Moon/Preston B. Nichols/Nina Helms,3.89,256,9.78E+12,eng,963188925,74,2,01-01-1995,Sky Books (NY)
446,The Brooklyn Follies,Paul Auster,3.84,306,9.78E+12,eng,312426232,17977,1157,10/17/2006,Picador
447,Moon Palace,Paul Auster,3.94,320,9.78E+12,eng,140115854,16099,503,04-01-1990,Penguin Books
453,The Music of Chance,Paul Auster,3.9,217,9.78E+12,en-US,140154078,361,36,12-01-1991,Penguin Books
454,Travels in the Scriptorium,Paul Auster,3.23,145,9.78E+12,eng,805081453,6688,562,1/23/2007,Henry Holt & Company
456,Leviathan,Paul Auster,3.96,275,9.78E+12,eng,140178139,11744,443,09-01-1993,Penguin Books
463,The Red Notebook: True Stories,Paul Auster,3.77,104,9.78E+12,eng,811214982,2390,120,6/17/2002,New Directions
466,Timbuktu / Leviathan / Moon Palace,Paul Auster,4.38,1075,9.78E+12,fre,2742741461,21,1,11-07-2002,Actes Sud
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,608,9.78E+12,eng,143036556,52522,2780,12/27/2005,Penguin Books Ltd. (London)
476,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.4,211,9.78E+12,en-US,446579785,213,26,02-01-2006,Business Plus
477,Collapse of Complex Societies,Joseph A. Tainter,4.15,262,9.78E+12,eng,052138673X,719,86,3/29/1990,Cambridge University Press
478,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.8,544,9.78E+12,eng,743203046,4762,512,08-07-2001,Simon  Schuster
481,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,3.91,272,9.78E+12,eng,034543871X,62,4,1/29/2002,Ballantine Books
484,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,4.39,576,9.78E+12,eng,393318281,278,20,9/17/1998,W. W. Norton  Company
493,My Inventions,Nikola Tesla,4.01,88,9.78E+12,eng,1599869942,2862,262,5/17/2006,Filiquarian Publishing  LLC.
494,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer/William H. Terbo,3.78,542,9.78E+12,eng,806519606,2829,334,02-01-2001,Citadel
497,Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,3.93,144,9.78E+12,eng,822549204,105,5,10-01-1994,Lerner Publications
498,Tesla Papers,Nikola Tesla/David Hatcher Childress,4.13,100,9.78E+12,eng,932813860,102,2,12-01-2000,Adventures Unlimited Press
511,Boys of Summer,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,3.77,249,9.78E+12,eng,373792689,478,12,6/27/2006,Harlequin Blaze
515,Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas/Chad Fowler/Andy Hunt,4.03,828,9.78E+12,en-US,974514055,1577,49,10-11-2004,Pragmatic Bookshelf
523,Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,3.95,112,9.78E+12,eng,764585975,73,8,6/13/2000,Cliffs Notes
524,Lord of the Flies,William Golding,3.68,6,9.78E+12,eng,307281701,408,96,10-11-2005,Listening Library (Audio)
531,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,397,9.78E+12,eng,812969707,1693,100,09-12-2006,Random House
534,We Were Not Like Other People,Ephraim Sevela/Antonina W. Bouis,4.14,216,9.78E+12,eng,60255080,1,0,01-01-1989,HarperCollins Publishers
537,The Lovely Bones,Alice Sebold,3.81,328,9.78E+12,en-GB,330485385,6485,966,06-01-2003,Picador
538,The Lovely Bones,Alice Sebold,3.81,532,9.78E+12,en-US,159413023X,367,73,04-01-2004,Large Print Press
539,Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.8,224,9.78E+12,eng,345360354,1371,43,5/13/1990,Ballantine Books
565,The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea/Molly E. Holzschlag,3.98,296,7.85E+11,en-US,321303474,793,28,2/17/2005,Peachpit Press
570,HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.8,456,9.78E+12,en-US,321430840,549,42,08-01-2006,Peachpit Press
576,1000 Record Covers,Michael Ochs/Patrick Javault/Ulrike Wasel,3.85,575,9.78E+12,mul,3822840858,288,31,5/15/2005,Taschen
597,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,245,9.78E+12,eng,743264460,26381,1109,6/13/2006,Scribner
599,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.73,272,9.78E+12,eng,743236017,62089,3324,07-02-2004,Scribner
619,Vice (V  #8),Jane Feather,3.51,419,9.78E+12,eng,553572490,474,19,05-02-1996,Bantam
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,3.77,540,9.78E+12,eng,60589469,166046,6446,4/25/2006,HarperTorch
639,Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,32,9.78E+12,eng,802789471,1773,274,04-01-2005,Walker & Company
642,Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto/Thomas J. Steele,3.72,408,9.78E+12,en-GB,688060692,286,10,11/19/1990,William Morrow Paperbacks
643,Motorcycle Basics Techbook,John Harold Haynes,3.85,222,9.78E+12,eng,185960515X,40,2,07-05-2002,Haynes Manuals N. America  Inc.
650,LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M. Fishel/Bill Gardner,3.93,191,9.78E+12,eng,1592530877,27,0,09-01-2004,Rockport Publishers
655,The Death of Ivan Ilych And Other Stories,Leo Tolstoy/Hugh McLean,4.11,304,9.78E+12,eng,451528808,7300,266,04-01-2003,Signet Classics
656,War and Peace,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,4.11,1392,9.78E+12,eng,192833987,211671,6245,6/25/1998,Oxford University Press
658,The Kingdom of God Is Within You,Leo Tolstoy/Constance Garnett,4.13,352,9.78E+12,eng,486451380,2403,210,09-08-2006,Dover Publications
662,Atlas Shrugged,Ayn Rand/Leonard Peikoff,3.69,1168,9.78E+12,eng,452011876,322483,14702,08-01-1999,Plume
663,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,224,9.78E+12,eng,451163087,2750,108,12-01-1963,Signet Book
664,The Fountainhead,Ayn Rand,3.87,752,9.78E+12,en-US,452286751,1886,229,4/26/2005,Dutton
665,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,3.51,176,9.78E+12,eng,451163931,11462,467,11-01-1964,Signet
667,Anthem,Ayn Rand,3.63,105,9.78E+12,eng,452281253,110952,7277,12-01-1999,NAL
668,We the Living,Ayn Rand/Leonard Peikoff,3.91,464,9.78E+12,eng,451187849,23199,1086,01-01-1996,Signet
669,Capitalism: The Unknown Ideal,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,340,9.78E+12,eng,451147952,3501,153,7/15/1986,Signet
670,Letters of Ayn Rand,Ayn Rand/Michael S. Berliner/Leonard Peikoff,3.96,681,9.78E+12,eng,452274044,18,2,02-01-1997,NAL
672,Sailing for Dummies,J.J. Isler/Peter Isler,3.95,416,9.78E+12,eng,471791431,150,7,06-01-2006,For Dummies
675,Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.88,368,9.78E+12,eng,553803816,646,83,7/25/2006,Delacorte Press
676,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,192,9.78E+12,eng,375755195,12180,630,9/17/2002,Random House Trade Paperbacks
678,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.62,286,9.78E+12,eng,1592283195,51,5,04-01-2004,Lyons Press
681,"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.09,571,9.78E+12,en-US,975599518,1601,284,01-01-2004,Alliance Publishing
685,The Natural,Bernard Malamud/Kevin Baker,3.63,231,9.78E+12,eng,374502005,8854,672,07-07-2003,Farrar Straus Giroux
698,Digging to America,Anne Tyler,3.55,277,9.78E+12,eng,307263940,17155,1841,05-02-2006,Alfred A. Knopf
700,Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,3.77,826,9.78E+12,eng,312405545,44,3,1/21/2004,Bedford Books
702,Modern Latin America,Thomas E. Skidmore/Peter H. Smith,3.59,528,9.78E+12,en-US,019517013X,234,11,10-07-2004,Oxford University Press  USA
703,The Plot Against America,Philip Roth,3.77,391,9.78E+12,eng,1400079497,33321,2925,9/27/2005,Vintage International
707,Naked Pictures of Famous People,Jon   Stewart,3.59,164,9.78E+12,en-GB,688171621,8703,417,9/22/1999,Dey Street Books
759,Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,352,9.78E+12,eng,60932686,6375,179,5/13/2008,Harper Perennial Modern Classics
762,Crónica de una muerte anunciada,Gabriel García Márquez,3.97,118,9.78E+12,spa,1400034957,7888,411,10/14/2003,Vintage Espanol
763,Cien años de soledad,Gabriel García Márquez,4.07,496,9.78E+12,spa,307350428,130,5,02-07-2006,Plaza y Janes
764,Del amor y otros demonios,Gabriel García Márquez,3.98,176,9.78E+12,spa,307350444,4508,278,02-07-2006,Plaza y Janes
765,Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,533,9.78E+12,eng,140003454X,397,47,10-12-2004,Vintage
766,Memoria de mis putas tristes,Gabriel García Márquez,3.6,112,9.78E+12,spa,1400095808,5856,377,10/19/2004,Vintage Espanol
771,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,425,9.78E+12,eng,375708111,32569,1058,09-02-2004,Vintage Books USA
775,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,288,9.78E+12,eng,086171492X,37,6,5/15/2005,Wisdom Publications
787,The Mini Rough Guide to London,Rob Humphreys/Beth Chaplin/Rebecca Morrill,3.75,363,9.78E+12,eng,184353584X,1,0,04-01-2006,Rough Guides
793,Best of London (Lonely Planet Best Of),Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,128,9.78E+12,eng,1740594770,11,0,09-01-2004,Lonely Planet
797,Lonely Planet Londres,Lonely Planet/Sarah Johnstone/Tom Masters,4.03,480,9.79E+12,spa,8408064762,0,0,05-01-2006,Geoplaneta
799,Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet/Mark Honan,0,295,9.78E+12,eng,1740592050,0,0,09-01-2001,Lonely Planet
815,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.88,287,9.78E+12,eng,618710531,6870,237,04-04-2006,Mariner Books
816,Cryptonomicon,Neal Stephenson,4.25,1139,9.78E+12,eng,60512806,83184,4249,11-01-2002,Avon
821,Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,4.1,418,9.78E+12,fre,2228894168,5,0,3/31/2001,Payot
822,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,815,9.78E+12,en-US,60733357,19320,565,6/14/2005,William Morrow Paperbacks
823,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,927,9.78E+12,eng,60593083,30872,1735,9/21/2004,HarperCollins Perennial
824,The Cobweb,Neal Stephenson/J. Frederick George,3.61,448,9.78E+12,eng,553383442,2465,137,5/31/2005,Spectra Books
826,The Big U,Neal Stephenson,3.25,308,9.78E+12,en-US,380816032,4657,223,02-06-2001,William Morrow Paperbacks
827,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,4.19,499,9.78E+12,eng,553380966,71042,2767,05-02-2000,Spectra
828,Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,640,9.78E+12,eng,553383434,4731,270,5/31/2005,Spectra
829,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.2,464,9.78E+12,en-US,60833181,1567,65,3/28/2006,HarperTorch
830,Snow Crash,Neal Stephenson/Guy Abadia,4.03,438,9.78E+12,eng,553380958,188100,6612,08-02-2000,Bantam Books
834,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,4.16,450,9.78E+12,eng,1880685353,1474,30,06-01-2005,Two Plus Two Publishing LLC
835,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,4.24,381,9.78E+12,eng,1880685337,1929,72,12-01-2004,Two Plus Two Publishing LLC
840,The Design of Everyday Things,Donald A. Norman,4.17,240,9.78E+12,eng,465067107,18602,1379,9/19/2002,Basic Books
841,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.95,272,9.78E+12,eng,465051367,3702,149,05-11-2005,Basic Books
842,The Psychology of Everyday Things,Donald A. Norman,4.17,257,9.78E+12,eng,465067093,265,31,6/13/1988,Basic Books
848,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,4.27,259,9.78E+12,en-GB,898709199,51,7,4/30/2006,Ignatius Press
864,The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,192,9.78E+12,eng,60887966,920,76,05-02-2006,HarperOne
865,The Alchemist,Paulo Coelho/Alan R. Clarke/Özdemir İnce,3.86,197,9.78E+12,eng,61122416,1631221,55843,05-01-1993,HarperCollins
866,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,4.57,192,9.78E+12,eng,142150460X,9013,153,9/19/2006,VIZ Media LLC
868,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,4.56,192,9.78E+12,eng,1591169259,16666,299,9/13/2005,VIZ Media LLC
869,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,4.57,192,9.78E+12,eng,1421504596,11451,161,7/18/2006,VIZ Media LLC
870,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,4.5,192,9.78E+12,eng,1591169208,111091,1427,05-03-2005,VIZ Media LLC
871,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa/Akira Watanabe,4.55,200,9.78E+12,eng,1591169291,10752,294,11-08-2005,VIZ Media LLC
872,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,3.86,198,9.78E+12,en-US,006019250X,251,32,11-01-1998,HarperCollins Publishers
873,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,4.52,192,9.78E+12,eng,1591169232,14923,419,07-05-2005,VIZ Media LLC
880,Pompeii,Robert   Harris,3.82,274,9.78E+12,eng,812974611,26922,1726,11-08-2005,Random House Trade Paperbacks
888,The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,3.6,360,9.78E+12,eng,158715739X,1156,68,12-03-2002,Borgo Press
890,Of Mice and Men,John Steinbeck,3.87,103,9.78E+12,eng,142000671,1755253,25554,01-08-2002,Penguin Books
900,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,464,9.78E+12,en-US,60554738,20529,1592,09-06-2005,It Books
902,The Westing Game,Ellen Raskin,4.02,182,9.78E+12,eng,014240120X,142121,8782,04-12-2004,Puffin
903,The Egypt Game,Zilpha Keatley Snyder,3.83,215,9.78E+12,eng,808553038,30231,1130,07-07-2009,Turtleback Books
929,Memoirs of a Geisha,Arthur Golden,4.11,503,9.78E+12,eng,1400096898,280309,3703,11/22/2005,Vintage Books USA
930,Memoirs of a Geisha,Arthur Golden,4.11,434,9.78E+12,eng,739326228,1301083,19296,11/15/2005,Random House Large Print Publishing
931,Memoirs of a Geisha,Arthur Golden,4.11,497,9.78E+12,en-US,99498189,2122,256,12-01-2005,Vintage
932,Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,4.08,144,9.78E+12,eng,1557046832,145,8,10/20/2005,Newmarket Press
933,Memoirs of a Geisha,Arthur Golden,4.11,497,9.78E+12,eng,99771519,4189,462,06-04-1998,Vintage
935,Geisha of Gion,Mineko Iwasaki/Rande Brown,3.93,334,9.78E+12,eng,074343059X,1556,158,05-06-2003,Pocket Books
941,Love As A Foreign Language #5,J. Torres/Eric  Kim,3.44,58,9.78E+12,eng,1932664394,9,2,02-01-2006,Oni Press
944,Jungle Love,Margaret Johnson/Philip Prowse,3.41,95,9.78E+12,eng,521750849,59,7,08-01-2002,Cambridge University Press
955,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.7,0,9.78E+12,eng,802415318,22,4,01-01-2005,Moody Publishers
960,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,736,9.78E+12,eng,1416524797,2418736,21303,04-01-2006,Pocket Books
965,Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.89,508,9.79E+12,spa,849561877X,196,20,12-01-2005,Umbriel
966,Angeles & Demonios,Dan Brown/Raúl Amundaray,3.89,18,9.78E+12,spa,972859896,65,7,12-01-2005,FonoLibro
968,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,489,9.78E+12,eng,307277674,1679706,35877,3/28/2006,Anchor
969,The Da Vinci Code,Dan Brown,3.84,467,9.78E+12,eng,076792603X,1120,105,3/28/2006,Broadway Books
972,Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,3.84,744,9.78E+12,fre,2266144340,377,16,05-03-2005,Pocket
975,Deception Point,Dan Brown,3.71,736,9.78E+12,eng,1416524800,4919,410,04-01-2006,Pocket Books
977,Deception Point,Dan Brown,3.71,585,9.78E+12,eng,552151769,3353,183,05-01-2004,Corgi Books
980,Deception Point,Dan Brown,3.71,448,9.78E+12,eng,593055071,61,4,08-01-2005,Bantam Press
987,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,383,9.78E+12,eng,078601606X,456,41,02-01-2005,Pinnacle
998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,4.03,258,9.78E+12,eng,671015206,61760,2600,10-01-1998,Gallery Books
1005,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,320,9.78E+12,eng,1585424331,88897,2334,09-01-2005,Tarcherperigee
1007,Think and Grow Rich,Napoleon Hill,4.18,368,9.78E+12,eng,1932429239,48,9,08-07-2004,High Roads Media
1014,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,256,9.78E+12,eng,977616657,173,14,06-07-2006,Pragmatic Bookshelf
1022,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,288,9.78E+12,en-US,1563410907,253,17,06-01-2005,Firebrand Books
1032,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,3.66,384,9.78E+12,en-US,345479173,12748,948,12/28/2004,Ballantine Books
1052,The Richest Man in Babylon,George S. Clason,4.26,194,9.78E+12,eng,451205367,76451,3400,02-01-2008,Berkley Books
1053,The Richest Man in Babylon,George S. Clason,4.26,4,9.78E+12,eng,1419349996,86,15,6/17/2005,Recorded Books  Inc.
1059,Shibumi,Trevanian/Gisela Stege,4.21,480,9.78E+12,eng,1400098033,9498,637,05-10-2005,Broadway Books
1067,1776,David McCullough,4.07,386,9.78E+12,eng,743226720,166916,6243,07-04-2006,Simon  Schuster
1068,1776,Peter  Stone/Sherman Edwards,4.22,192,9.78E+12,eng,140481397,1299,30,11/18/1976,Penguin Books
1073,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.62,284,9.78E+12,eng,226014908,31,5,7/15/2000,University of Chicago Press
1078,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,418,9.78E+12,eng,1416500189,200744,7656,03-04-2009,Howard Publishing Co
1090,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,5,9.78E+12,eng,310258979,26,2,3/15/2005,Zondervan
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,399,9.78E+12,eng,60838582,190039,4922,07-05-2005,Harper Perennial
1099,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,384,9.78E+12,eng,141006870,811,77,04-04-2002,Penguin Books
1103,Snow Flower and the Secret Fan,Lisa See,4.07,269,9.78E+12,eng,812968069,297533,14935,2/21/2006,Random House
1110,The Broker,John Grisham,3.78,422,9.78E+12,eng,385340540,72361,2334,9/26/2006,Delta
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,1344,9.78E+12,eng,394720245,11208,1237,07-12-1975,Vintage
1117,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,320,9.78E+12,eng,345480600,28,1,7/25/2006,Ballantine Books
1120,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,3.74,201,9.78E+12,en-US,60193395,3877,275,06-10-1999,HarperCollins Publishers  Inc.
1121,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,3.65,288,9.78E+12,en-US,1579546013,401,63,04-01-2005,Rodale Books
1123,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,405,9.78E+12,eng,972018417,814,51,11/26/2003,High Point Media
1130,The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,4.13,245,9.78E+12,en-US,471743674,228,16,10-01-2005,John Wiley & Sons
1138,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,4.07,432,9.78E+12,eng,471430455,39,1,4/18/2003,Wiley
1164,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,3.15,368,9.78E+12,eng,805431578,26,8,5/15/2005,B Books
1167,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,3.99,68,9.78E+12,en-US,679838864,11178,623,2/16/1993,Random House Books for Young Readers
1169,Monkey Business,Sarah Mlynowski,3.67,392,9.78E+12,eng,373250711,3379,67,9/24/2004,Red Dress Ink
1171,Liar's Poker,Michael   Lewis,4.15,256,9.78E+12,eng,140143459,22843,936,10-01-1990,Penguin Books
1177,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,214,9.78E+12,eng,802732291,13,1,06-01-1993,Walker & Company
1188,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,4.08,64,6.94E+11,eng,1841721476,8,2,03-01-2001,Ryland Peters & Small
1191,Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,3.96,256,9.78E+12,eng,030723827X,14103,74,04-04-2006,Clarkson Potter
1192,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,256,9.78E+12,eng,1400052580,40125,217,2/22/2005,Clarkson Potter
1193,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,4.09,240,9.78E+12,eng,307346587,8822,55,04-03-2007,Clarkson Potter
1196,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,4.09,256,9.78E+12,eng,1400052386,3697,34,9/26/2006,Clarkson Potter
1197,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,4.06,304,9.78E+12,eng,609609971,1426,16,3/25/2003,Clarkson Potter Publishers
1198,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,3.92,287,9.78E+12,eng,1400052378,275,15,10-01-2004,Clarkson Potter Publishers
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,320,9.78E+12,eng,61234001,628745,13034,10/17/2006,William Morrow
1204,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,3.97,250,9.79E+12,spa,8466625127,193,23,08-01-2006,Ediciones B
1206,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,496,9.78E+12,en-US,61245135,98,5,12-08-2006,Harper
1218,The Last Assassin (John Rain  #5),Barry Eisler,4.27,338,9.78E+12,eng,399153594,189,25,06-01-2006,Putnam Publishing Group
1226,Life of Pi,Yann Martel,3.91,401,9.78E+12,en-US,156030209,4318,668,05-03-2004,Mariner Books / Harvest Books
1230,L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,3.91,448,9.78E+12,fre,828808392,177,26,11/24/2005,Gallimard
1234,Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.49,400,9.78E+12,eng,140285970,102,8,09-01-1999,Penguin Books
1241,A Million Little Pieces,James Frey,3.65,515,9.78E+12,eng,307276902,206011,10821,9/22/2005,Anchor Books
1242,A Million Little Pieces of Feces,Python Bonkers,3.56,256,9.78E+12,en-US,1411677315,43,6,02-10-2006,Lulu.com
1243,A Million Little Lies,James Pinocchio/Pablo Fenjves,3.41,191,9.78E+12,en-US,61171468,201,24,3/28/2006,William Morrow Paperbacks
1246,The Leadership Challenge,James M. Kouzes/Barry Z. Posner,4.05,458,9.78E+12,en-US,787968331,873,40,08-07-2003,Jossey-Bass
1252,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.14,193,9.78E+12,eng,446394599,5354,281,02-01-1993,Business Plus
1255,Leadership in Organizations,Gary Yukl,3.68,542,9.78E+12,en-GB,131494848,55,4,07-07-2005,Prentice Hall
1265,Leadership,Rudolph W. Giuliani,3.72,397,9.78E+12,eng,316861014,1820,147,10-01-2002,Little  Brown
1274,Men Are from Mars  Women Are from Venus,John Gray,3.55,368,9.78E+12,eng,60574216,132062,3303,04-03-2012,Harper Paperbacks
1276,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.62,368,9.78E+12,en-US,60192771,18,1,10/21/1998,Harper
1281,Men Are from Mars  Women Are from Venus,John Gray,3.55,2,9.78E+12,eng,006123205X,43,3,04-03-2007,HarperAudio
1290,How to Succeed with Women,Ron  Louis/David Copeland,3.76,320,9.78E+12,en-US,735200300,82,13,10/29/1998,Prentice Hall Press
1295,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,512,9.78E+12,eng,553381679,184418,4432,6/25/2002,Bantam
